Location Code	Location Name	Country Code	Country Name
818680	Varalja	HU	Hungary
818681	Vitezitelek	HU	Hungary
818682	Zalavar	HU	Hungary
820780	Vargesztes	HU	Hungary
820781	Bukkszentkereszt	HU	Hungary
820782	Szigliget	HU	Hungary
820783	Lovasbereny	HU	Hungary
820784	Telkibanya	HU	Hungary
820785	Abaliget	HU	Hungary
820786	Domos	HU	Hungary
820787	Csokonyavisonta	HU	Hungary
820812	Ozd	HU	Hungary
820828	Bugac	HU	Hungary
820967	Felcsut	HU	Hungary
820968	Feldebro	HU	Hungary
821012	Ketvolgy	HU	Hungary
821057	Marcalgergelyi	HU	Hungary
821072	Monosbel	HU	Hungary
821073	Monoszlo	HU	Hungary
821084	Nagysap	HU	Hungary
821109	Pakozd	HU	Hungary
821111	Palkove	HU	Hungary
821169	Sikonda	HU	Hungary
821184	Szokolya	HU	Hungary
821185	Szolad	HU	Hungary
821194	Tornabarakony	HU	Hungary
821278	Csatalja	HU	Hungary
821289	Hernadvecse	HU	Hungary
821413	Zsennye	HU	Hungary
821510	Magyarszerdahely	HU	Hungary
821546	Puspokmolnari	HU	Hungary
821628	Hegymagas	HU	Hungary
821719	Poloske	HU	Hungary
821790	Kaszo	HU	Hungary
821890	Bodajk	HU	Hungary
822001	Dobrogpuszta	HU	Hungary
822002	Dobrokoz	HU	Hungary
822103	Gyorsag	HU	Hungary
822327	Nagyrakos	HU	Hungary
822347	Nogradsipek	HU	Hungary
822777	Balatonmagyarod	HU	Hungary
822778	Balatonszolos	HU	Hungary
822779	Dormand	HU	Hungary
822780	Kisapati	HU	Hungary
822781	Ladanybene	HU	Hungary
822782	Magyarlukafa	HU	Hungary
822783	Paloznak	HU	Hungary
823904	Helesfa	HU	Hungary
823916	Lesencetomaj	HU	Hungary
823937	Sarretudvari	HU	Hungary
823940	Somberek	HU	Hungary
823944	Szomolya	HU	Hungary
824157	Petofiszallas	HU	Hungary
824310	Szentantalfa	HU	Hungary
824311	Palotashalom	HU	Hungary
824457	Zavod	HU	Hungary
824458	Pocsmegyer	HU	Hungary
824459	Koppanyszanto	HU	Hungary
824460	Dad	HU	Hungary
824461	Apostag	HU	Hungary
825448	Dedestapolcsany	HU	Hungary
825737	Tompa	HU	Hungary
826217	Bodvarako	HU	Hungary
826220	Damak	HU	Hungary
826221	Fuzer	HU	Hungary
826223	Hosszupalyi	HU	Hungary
826755	Alsopeteny	HU	Hungary
826778	Kisharsany	HU	Hungary
826803	Sarud	HU	Hungary
826808	Ujudvar	HU	Hungary
829269	Holloko	HU	Hungary
830110	Penzesgyor	HU	Hungary
831261	Edelény	HU	Hungary
831927	Felsoors	HU	Hungary
834337	Irota	HU	Hungary
702264	Keflavik City Center	IS	Iceland
702265	Njardarbraut	IS	Iceland
702266	Njardvik	IS	Iceland
702267	Reykjanesbraut	IS	Iceland
706604	Akureyri City Center	IS	Iceland
706605	Other	IS	Iceland
706606	Oddeyrin	IS	Iceland
706607	Gerdahverfi	IS	Iceland
706608	Lundarhverfi	IS	Iceland
706609	Thorpid	IS	Iceland
706610	Akureyri	IS	Iceland
711787	Selfoss City Center	IS	Iceland
711788	Countryside	IS	Iceland
711789	Other	IS	Iceland
719504	Stykkisholmur	IS	Iceland
725040	Reykjavik Airport	IS	Iceland
725041	Reykjavik City Center	IS	Iceland
725042	Near Center	IS	Iceland
725043	Other	IS	Iceland
725044	Lindir / Sel	IS	Iceland
725045	Foldir / Hús	IS	Iceland
725046	South Reykjavik	IS	Iceland
725047	Vesturbær	IS	Iceland
725048	Miðborg	IS	Iceland
725049	Lækir	IS	Iceland
725050	Vatnsendi	IS	Iceland
725051	Stekkir	IS	Iceland
725052	Grafarvogur	IS	Iceland
725053	Árbær	IS	Iceland
725054	Háaleiti	IS	Iceland
725055	Laugardalur	IS	Iceland
728240	Husavik City Center	IS	Iceland
728241	Other	IS	Iceland
728242	Husavik	IS	Iceland
730938	Hveragerdhi	IS	Iceland
731841	Myvatn City Center	IS	Iceland
731842	Waterfront/beach	IS	Iceland
731843	Other	IS	Iceland
731844	Reydarfjordur	IS	Iceland
735784	Fludir	IS	Iceland
735785	Hella	IS	Iceland
735786	Kirkjubaejarklaustur	IS	Iceland
735787	Reykholt	IS	Iceland
735788	Saudarkrokur	IS	Iceland
737893	Borgarnes	IS	Iceland
737978	Hallormsstadur	IS	Iceland
737984	Hofn	IS	Iceland
740088	Neskaupstadur	IS	Iceland
743026	Laugarvatn	IS	Iceland
746431	Borgarfjordur	IS	Iceland
746450	Dalvik	IS	Iceland
746471	Grundarfjordur	IS	Iceland
746489	Hvolsvollur	IS	Iceland
746502	Kopavogur	IS	Iceland
746554	Mosfellsbær	IS	Iceland
746609	Skaftafell	IS	Iceland
746624	Varmahlid	IS	Iceland
746630	Vogar	IS	Iceland
760596	Hafnarfjordur	IS	Iceland
760838	Reykjahlid	IS	Iceland
761037	Budardalur	IS	Iceland
762824	Breiodalsvik	IS	Iceland
762825	Hellnar	IS	Iceland
762826	Hverageroi	IS	Iceland
762827	Isafjordur	IS	Iceland
762828	Olafsvik	IS	Iceland
762829	Skogarfoss	IS	Iceland
762830	Stadarbakki	IS	Iceland
762831	Vestmannaeyjar	IS	Iceland
766329	Einarsstadir	IS	Iceland
769369	Vik I Myrdal	IS	Iceland
787602	Akranes	IS	Iceland
788154	Blonduos	IS	Iceland
788240	Brautarholt	IS	Iceland
788331	Búrfell	IS	Iceland
788953	Djupivogur	IS	Iceland
789331	Garðabær	IS	Iceland
789483	Grindavík	IS	Iceland
789759	Hvanneyri	IS	Iceland
792279	Stærri-Árskógur	IS	Iceland
792514	Þorlákshöfn	IS	Iceland
792925	Vopnafjörður	IS	Iceland
809547	Breidafjordur	IS	Iceland
809548	Egilsstadir	IS	Iceland
809549	Egilsstadir Town Center	IS	Iceland
809550	Fellabaer	IS	Iceland
809551	Eskifjordur	IS	Iceland
809552	Faskrudsfjordur	IS	Iceland
809553	Gardur	IS	Iceland
809554	Haukadal	IS	Iceland
809555	Hellissandur	IS	Iceland
809556	Hofsos Skagafjordur	IS	Iceland
809557	Hornafjordur	IS	Iceland
809558	Hvammstangi	IS	Iceland
809559	Olafsfjordur	IS	Iceland
809560	Patreksfjordur	IS	Iceland
809561	Seydisfirdi	IS	Iceland
809562	Skagafjordur	IS	Iceland
809563	Stodvarfjordur	IS	Iceland
809564	Sudureyri	IS	Iceland
809565	Thingeyri	IS	Iceland
809566	Thorshofn	IS	Iceland
809567	Vopnafjordur	IS	Iceland
813892	Laugar	IS	Iceland
813962	Holmavik	IS	Iceland
814239	Flateyri	IS	Iceland
814326	Grenivik	IS	Iceland
814695	Berufjardarvatn	IS	Iceland
814696	Bolstadarhlid	IS	Iceland
814697	Bolungarvik	IS	Iceland
814698	Budir	IS	Iceland
814699	Eyrarbakki	IS	Iceland
814700	Hali	IS	Iceland
814701	Holt	IS	Iceland
814702	Latur	IS	Iceland
814703	Leira	IS	Iceland
814704	Siglufjordur	IS	Iceland
814705	Solheimahjaleiga	IS	Iceland
814706	Tjarnarbrekka	IS	Iceland
817054	Hruni	IS	Iceland
817055	Laugarfell	IS	Iceland
817056	Raufarhofn	IS	Iceland
817947	Bildudalur	IS	Iceland
821903	Budarholshverfi	IS	Iceland
822011	Drangsnes	IS	Iceland
822052	Fjall	IS	Iceland
822053	Fossatun	IS	Iceland
822089	Grafarkirkja	IS	Iceland
822114	Hjardarfell	IS	Iceland
822118	Hrisey	IS	Iceland
822157	Keldur	IS	Iceland
822167	Kirkjubol	IS	Iceland
822304	Midgardar	IS	Iceland
822308	Mjoifjordur	IS	Iceland
822525	Saurbaer	IS	Iceland
822549	Skeljabrekka	IS	Iceland
822557	Snaefellsbaer	IS	Iceland
822568	Stafafell	IS	Iceland
822578	Stokkseyri	IS	Iceland
822584	Sudavik	IS	Iceland
822590	Svalbardseyri	IS	Iceland
822592	Svinavatn	IS	Iceland
822803	Kopasker	IS	Iceland
824079	Heklubyggd	IS	Iceland
824087	Hvalfjordur	IS	Iceland
824603	Kidjaberg	IS	Iceland
824687	Prestbakki	IS	Iceland
824710	Stori-Bakki	IS	Iceland
824738	Vestri Petursey	IS	Iceland
825394	Budhir	IS	Iceland
826225	Jardlangsstadir	IS	Iceland
826840	Arnes	IS	Iceland
826860	Eyvindarholar	IS	Iceland
832070	Asolfsskali	IS	Iceland
833013	Álftanes	IS	Iceland
833905	Hrafnagil	IS	Iceland
833906	Seltjarnarnes	IS	Iceland
700615	Ludhiana	IN	India
700616	Thakur Colony	IN	India
700617	Green Avenue Colony	IN	India
700618	Tharike	IN	India
700619	BRS Nagar	IN	India
700620	New Professor Colony	IN	India
700621	Gurdev Nagar	IN	India
700622	Ghumar Mandi	IN	India
700623	Karabara Basti	IN	India
700624	Sita Nagar	IN	India
700625	Chhawani Mohalla	IN	India
700626	Karimpura	IN	India
700627	Mochpura	IN	India
700628	Chaura Bazar	IN	India
700629	Shivaji Nagar	IN	India
700630	Amarpura	IN	India
700631	D-Block-Model Town	IN	India
700632	Dhandari Kalan	IN	India
700633	Model Gram	IN	India
701043	Other	IN	India
701044	Adalat Road	IN	India
701045	CIDCO	IN	India
701046	Jalna Road	IN	India
701047	Mumbai-Nashik Highway	IN	India
701048	Usmanpura	IN	India
701049	Garkheda	IN	India
701050	Ulkanagari	IN	India
701051	Nyay Nagar	IN	India
701052	MIDC	IN	India
701053	Naralibag	IN	India
701054	Samarth Nagar	IN	India
701055	Rajnagar	IN	India
701056	Shahnoorwadi	IN	India
701057	Navkhanda	IN	India
701058	Sindhi Colony	IN	India
701059	Mondha	IN	India
701060	Samadhan Colony	IN	India
701061	Chilkalthana	IN	India
701062	Padampura	IN	India
701063	Khadkeshwar	IN	India
701064	Kotwalpura	IN	India
701065	Gadia Vihar	IN	India
701066	Mhasoba Nagar	IN	India
701067	Waluj	IN	India
701068	Shendra Kamangar	IN	India
701259	Other	IN	India
701260	By Pass Road	IN	India
701261	Opp. Karni Singh Stadium	IN	India
701262	Post Office Norangdesar	IN	India
701263	Railway Station Area	IN	India
701264	Cantonment	IN	India
701265	Junagarh Fort	IN	India
701266	Lalgarh Palace	IN	India
701267	Sagar Road	IN	India
701268	Samta Nagar	IN	India
701269	Hanuman Hatha	IN	India
701270	Kuchilpura	IN	India
701271	Shardul Colony	IN	India
701272	Sadul Ganj	IN	India
701273	Khaturia Colony	IN	India
701274	Surajpura Colony	IN	India
701275	Kote Gate	IN	India
701276	Railway Colony	IN	India
701277	Joshiwara	IN	India
701278	Adarsh Colony	IN	India
701279	Sardar Patel Colony	IN	India
701280	Vallabh Garden	IN	India
701281	Aasaniyon ka Chowk	IN	India
701282	Karni Colony	IN	India
701283	Kanta Khaturia Colony	IN	India
701284	Rani Bazar	IN	India
701285	Dhobi Talai	IN	India
701286	Chaukhunti Mohalla	IN	India
701287	Bada Ranisar	IN	India
701288	Kisamidesar	IN	India
701289	Gopeshwar Basti	IN	India
701290	Shri Krishna Vihar	IN	India
701291	Bichhwal Industrial Area	IN	India
701292	Nal	IN	India
702315	Mussoorie	IN	India
702316	Library Road	IN	India
702317	Jhula Ghar	IN	India
702318	Tundhar Village	IN	India
702319	Barlow Ganj	IN	India
702320	Landour	IN	India
702321	Ram Gaon	IN	India
702322	The Mall Road	IN	India
702323	Charleville	IN	India
702324	Sher Garhi	IN	India
702325	Hathipaon	IN	India
704011	Shimla City Center	IN	India
704012	Mashobra	IN	India
704013	Kufri	IN	India
704014	Shimla Mall Road	IN	India
704015	Tatapani	IN	India
704016	Matiana	IN	India
704017	Chail	IN	India
704018	Jubbarhatti	IN	India
704019	Narkanda	IN	India
704020	Daroli	IN	India
704669	Almora	IN	India
704670	Balta	IN	India
704671	Papar Saili	IN	India
704672	Snobhyun	IN	India
704673	Mat	IN	India
704674	Matena	IN	India
704675	Sunoli Mafi	IN	India
704676	Udiyari	IN	India
704677	Dhamuwa Kanala	IN	India
704678	Binsar	IN	India
704679	Turkaura	IN	India
704680	Shitlakhet	IN	India
704681	Golnai	IN	India
704682	Gandhak	IN	India
704683	Khantoli	IN	India
704729	Other	IN	India
704730	Khajuraho	IN	India
704731	Khajuraho Central Area	IN	India
704732	Jatkara	IN	India
704733	Sevagram	IN	India
704734	Vidyadhar Colony	IN	India
704735	Khajuraho Airport Area	IN	India
704772	Coimbatore	IN	India
704773	Avinashi Road	IN	India
704774	P N Palayam	IN	India
704775	Peelamedu	IN	India
704776	Ganapathy	IN	India
704777	Edayarpalayam	IN	India
704778	Vadavalli	IN	India
704779	Ram Nagar	IN	India
704780	Tatabad	IN	India
704781	Saibaba Colony	IN	India
704782	Rathina Sabapathi Puram	IN	India
704783	Coimbatore City Center	IN	India
704784	Singanallur	IN	India
704785	Gandhipuram	IN	India
704786	Town Hall	IN	India
704787	Coimbatore North	IN	India
704788	Saravanampatty	IN	India
704789	Coimbatore South	IN	India
704790	Maruthamalai	IN	India
704791	Nehru Nagar West	IN	India
704792	Perumal Kovil Pathy	IN	India
705409	Varanasi	IN	India
705410	Khirauree	IN	India
705411	Assi Ghat	IN	India
705412	Cantonment	IN	India
705413	Dasaswamedh Ghat	IN	India
705414	Eastern Gate	IN	India
705415	Lahurabir	IN	India
705416	Jaitpura	IN	India
705417	Manduwadih	IN	India
705418	Sarnath	IN	India
705419	Ramnagar	IN	India
705768	Indore	IN	India
705769	Vijay Nagar	IN	India
705770	Rau	IN	India
705771	Bhawrasla	IN	India
705772	Nipania	IN	India
705773	Nainod	IN	India
705774	LIG Colony	IN	India
705775	Sangam Nagar	IN	India
705776	Loknayak Nagar	IN	India
705777	Chhatribagh	IN	India
705778	Indore GPO	IN	India
705779	Bartan Bazaar	IN	India
705780	Tukoganj	IN	India
705781	Chhoti Gwaltoli	IN	India
705782	White Church Colony	IN	India
705783	Navlakha	IN	India
705784	Vishnu Puri Colony	IN	India
705785	Raj Mohalla	IN	India
705786	Sukhaliya	IN	India
705787	Old Palasia	IN	India
705788	Nanda Nagar	IN	India
705789	Ramachandra Nagar	IN	India
705790	Rajendra Nagar	IN	India
705791	Chandan Nagar	IN	India
706399	Mahabaleshwar	IN	India
706400	Haroshi	IN	India
706401	Old Mahabaleshwar	IN	India
706402	Nakinda	IN	India
706403	Metgutad	IN	India
706404	Golewadi	IN	India
706405	Gureghar	IN	India
706406	Bondarwadi	IN	India
706407	Bhose	IN	India
706408	Bhilar	IN	India
706409	Tekavali	IN	India
706410	Moleshwar	IN	India
706577	Other	IN	India
706578	Udaipur	IN	India
706579	Hillside	IN	India
706580	Train Station	IN	India
706581	Downtown	IN	India
706582	Lake City	IN	India
706583	City Center	IN	India
706584	Kodiyat	IN	India
706585	Jharol	IN	India
706586	Delwara	IN	India
706587	Dhariyawad	IN	India
706588	Bari	IN	India
706589	Jaisamand	IN	India
706590	Batera	IN	India
706591	Bhinder	IN	India
706592	Debari	IN	India
706593	Kotra	IN	India
706594	Balicha	IN	India
708966	Other	IN	India
708967	Bangalore City Center	IN	India
708968	Bangalore	IN	India
708969	M.T.B. Road	IN	India
708970	Karnataka	IN	India
708971	Shivajinagar	IN	India
708972	Golf Avenue	IN	India
708973	Whitefield	IN	India
708974	MG Road	IN	India
708975	Nagarbhavi	IN	India
708976	Kormangala	IN	India
708977	Banashankari	IN	India
708978	Doddaballapur Road	IN	India
708979	Electronic City	IN	India
708980	High Grounds	IN	India
708981	Indiranagar	IN	India
708982	Jayanagar	IN	India
708983	Majestic	IN	India
708984	Marathahalli	IN	India
708985	Tumkur Road	IN	India
708986	Devanahalli	IN	India
708987	Commercial Street	IN	India
708988	Brigade Road	IN	India
708989	JP Nagar	IN	India
708990	Hosur Road	IN	India
708991	KR Puram	IN	India
708992	Mysore Road	IN	India
708993	New Airport Road	IN	India
708994	Outer Ring Road	IN	India
708995	RT Nagar	IN	India
708996	Gottigere	IN	India
708997	Sadashiva Nagar	IN	India
708998	Mavalli	IN	India
708999	Palace Ground	IN	India
709000	Peeniya	IN	India
709001	Rajajinagar	IN	India
709002	Hoskote	IN	India
709003	Kumbalgodu	IN	India
709004	Nelamangala	IN	India
709005	Sulikere	IN	India
709006	Mullur	IN	India
709007	Chikkabellandur	IN	India
709008	Chandapura	IN	India
709009	Kitthaganahalli	IN	India
709010	Iggalur	IN	India
709011	Nanjapura	IN	India
709171	Gangtok	IN	India
709172	Palijor Stadium Road	IN	India
709173	DPH Road	IN	India
709174	MG Road	IN	India
709175	Tibet Road	IN	India
709176	Secretariat Road	IN	India
709177	Ridge Road	IN	India
709178	VIP Road	IN	India
709179	New Development Area- Bhanu Path	IN	India
709180	M G Marg	IN	India
709181	Lal Market	IN	India
709182	Burtuk	IN	India
709183	Sungava	IN	India
709184	Satyarupa	IN	India
709185	Arithang	IN	India
709186	Vishal Gaon	IN	India
709187	Deorali Bazar	IN	India
709188	Tadong	IN	India
709189	Tathangchen	IN	India
709190	Chandmari	IN	India
709191	Sicheygaon	IN	India
709214	Puri	IN	India
709215	Baliapanda	IN	India
709216	Goudabad Sahi	IN	India
709217	Natara	IN	India
709218	Penthakata	IN	India
709219	Badasankha	IN	India
709220	Kumbharpada	IN	India
709221	Hadi Sahi	IN	India
709222	Purussottam Nagar	IN	India
709223	Sarbodaya Nagar	IN	India
709224	Sea Beach	IN	India
709225	Balikuda Sahi	IN	India
709226	Nakhisahi	IN	India
710105	Mysore	IN	India
710106	Kalasthavadi	IN	India
710107	Visveshwara Nagar	IN	India
710108	Kuvempu Nagara	IN	India
710109	Ilavala Hobli	IN	India
710110	Kesare	IN	India
710111	Metagalli	IN	India
710112	Lakshmikanth Nagar	IN	India
710113	Vijayanagar	IN	India
710114	Gokulam	IN	India
710115	Agrahara	IN	India
710116	Bannimantap	IN	India
710117	Krishnarajasagara	IN	India
710118	Chikkayarahalli	IN	India
710119	Karimanti	IN	India
710120	Hosahalli	IN	India
710121	Kuppaluru	IN	India
710122	JC Nagar	IN	India
710123	Siddhartha Layout	IN	India
710124	Hanchya	IN	India
710125	Gurur	IN	India
710126	Chowdahalli	IN	India
710127	Allanahalli Layout	IN	India
710128	Deepanagar	IN	India
710129	Hulikere	IN	India
710130	Jakkanakuppe	IN	India
710131	Bommur Agrahara	IN	India
710185	Thekkady	IN	India
710186	Springvalley	IN	India
710187	Kurungattil	IN	India
710188	Chelimada	IN	India
710189	Amaravathi	IN	India
710190	Puthenpurackal	IN	India
710191	Vazhayil	IN	India
710192	Chakkuppallam	IN	India
711714	Bhawanipur	IN	India
711715	Park Street	IN	India
711716	Entally	IN	India
711717	Other	IN	India
711718	Salt Lake	IN	India
711719	Rajarhat	IN	India
711720	Kolkata City Center	IN	India
711721	Park Circus	IN	India
711722	South Kolkata	IN	India
711723	Dalhousie	IN	India
711724	Hawrah	IN	India
711725	Raichack	IN	India
711726	Maheshtala	IN	India
711727	Newtown	IN	India
711728	Barasat	IN	India
711729	Barrackpore	IN	India
712259	Other	IN	India
712260	Ashram Road	IN	India
712261	Ellis Bridge	IN	India
712262	Kapasia Bazar	IN	India
712263	Lal Darwaja	IN	India
712264	Navarangpura	IN	India
712265	RTO Circle	IN	India
712266	Old City	IN	India
712267	Sardar Patel Ring Road	IN	India
712268	Airport Circle	IN	India
712269	CG Road	IN	India
712270	Maninagar	IN	India
712271	Naranpura	IN	India
712272	Saraspur	IN	India
712273	Sola	IN	India
712274	Chandlodia	IN	India
712275	Shahibaug	IN	India
712276	Shahpura	IN	India
712277	SVP International Airprot	IN	India
712278	Vastrapur	IN	India
712279	Vasna	IN	India
712280	Thaltej	IN	India
712281	Shela	IN	India
712282	Prahlad Nagar	IN	India
712283	Motera	IN	India
712284	Vejalpur	IN	India
712285	Vasna Iyava	IN	India
712286	Chhabasar	IN	India
712287	Sarkej	IN	India
712288	Vatva	IN	India
712289	Changodar	IN	India
712290	Kaneti	IN	India
712291	Santej	IN	India
712292	Shantigram	IN	India
712779	Nagpur	IN	India
712780	Sadar	IN	India
712781	Mohan Nagar	IN	India
712782	Gandhibagh	IN	India
712783	Bajeria	IN	India
712784	Ganeshpeth Colony	IN	India
712785	Ramdaspeth	IN	India
712786	Sitabuldi	IN	India
712787	Ambazari	IN	India
712788	Laxminagar	IN	India
712789	Pratap Nagar	IN	India
712790	Vivekanand Nagar	IN	India
712791	New Sneh Nagar	IN	India
712792	Chatrapati Nagar	IN	India
712793	Trimurti Nagar	IN	India
712794	Somalwada	IN	India
712795	Nildoh Ct	IN	India
712796	Dharampeth	IN	India
712797	Dhantoli	IN	India
712798	Prashant Nagar	IN	India
712799	Buti Bori	IN	India
712800	Shambhu Nagar	IN	India
713676	Lucknow	IN	India
713677	Gomti Nagar	IN	India
713678	Charbagh	IN	India
713679	Hazratganj	IN	India
713680	Hussainganj	IN	India
713681	Aminabad	IN	India
713682	Butler Colony	IN	India
713683	Alambagh	IN	India
713684	Cantonment	IN	India
713685	Sarai Sahjadi	IN	India
713686	Banthra Sikander Pur	IN	India
713687	Badali Kheda	IN	India
713688	LDA Colony	IN	India
713689	Lalkuan	IN	India
713690	D.M. Compound Colony	IN	India
713691	Indira Nagar	IN	India
713692	Semra	IN	India
713693	Mahanagar Colony	IN	India
713694	Chhoti Vihar	IN	India
713695	Ahmamau	IN	India
713696	Ashiyana	IN	India
713697	Mohanlalganj	IN	India
713698	Katibagiya	IN	India
714264	Gandhi Nagar	IN	India
714265	Jaisalmer Fort	IN	India
714266	Postal Colony	IN	India
714267	Salam Singh Ki Haveli	IN	India
714268	Ram Kund	IN	India
714269	Sam Sand Dunes	IN	India
714270	Kanoi	IN	India
714271	Khuri	IN	India
714272	Suthar Para	IN	India
714273	Indira Colony	IN	India
714274	Pokhran	IN	India
714275	Dabla	IN	India
714276	Damodara	IN	India
714309	Other	IN	India
714310	Albert Road	IN	India
714311	Central	IN	India
714312	Chowk Phawara	IN	India
714313	Model Town	IN	India
714314	Golden Temple	IN	India
714315	Police Line	IN	India
714316	Railway Station	IN	India
714317	Ranjit Avenue	IN	India
714318	Rialto Chowk-Circuit House	IN	India
714319	The Mall	IN	India
714320	Amritsar Cantonment	IN	India
714321	Putli Ghar	IN	India
714322	Chheharta	IN	India
714323	White Avenue	IN	India
714324	Joshi Colony	IN	India
714325	INA Colony	IN	India
714326	Katra Ahluwalia	IN	India
714327	Sharifpura	IN	India
714328	Jahaj Ghar	IN	India
714329	Kot Atma Singh	IN	India
714330	Himatpura	IN	India
714331	Pratap Nagar	IN	India
714332	St Nagar	IN	India
714333	Verka	IN	India
714334	Bal	IN	India
714335	Khankot	IN	India
714336	Nirankari Colony	IN	India
714337	Akash Avenue	IN	India
714338	Rishi Vihar	IN	India
714339	Kishore Nagar	IN	India
714340	Gopal Nagar	IN	India
714341	Shivala Colony	IN	India
714342	Tilak Nagar	IN	India
714343	Bharat Nagar	IN	India
714344	Gagan Colony	IN	India
714345	Pawan Nagar	IN	India
714346	Rasulpur	IN	India
714347	New Rajesh Nagar	IN	India
714348	Khanna Nagar	IN	India
714349	Kashmir Avenue	IN	India
714350	Shastri Nagar	IN	India
714351	Guru Nanak Dev University	IN	India
714352	Rana Garden Colony	IN	India
714353	Kapoor Nagar	IN	India
714354	Sultanwind	IN	India
714355	Gumtala	IN	India
714560	Jabalpur	IN	India
714561	Jabalpur Railway Station	IN	India
714562	Cheevani Phamad Nagar	IN	India
714909	Patna	IN	India
714910	Kisan Colony	IN	India
714911	Mithapur	IN	India
714912	Chitragupta Nagar	IN	India
714913	Kumhrar	IN	India
714914	Ghrounda	IN	India
714915	Sakumpur Ahra	IN	India
714916	Indira Nagar	IN	India
714917	Fraser Road Area	IN	India
714918	Kidwaipuri	IN	India
714919	Anandpuri	IN	India
714920	Patliputra Colony	IN	India
714921	Anisabad	IN	India
714922	Rukanpura	IN	India
714923	Khajpura	IN	India
714924	Sheikhpura	IN	India
714925	Sri Krishna Puri	IN	India
716053	Indira Park	IN	India
716054	Banjara Hills	IN	India
716055	Abids	IN	India
716056	Somajiguda	IN	India
716057	Begumpet	IN	India
716058	Gachibowli	IN	India
716059	Other	IN	India
716060	Gandipet	IN	India
716061	Srinagar Colony	IN	India
716062	Shamshabad	IN	India
716063	Kondapur	IN	India
716064	Secunderabad	IN	India
716065	Rajiv Gandhi International Airport	IN	India
716066	Jubliee Hill	IN	India
716067	Ramoji Film City	IN	India
716068	Shameerpet	IN	India
716091	Other	IN	India
716092	North Jaipur	IN	India
716093	South Jaipur	IN	India
716094	Jaipur Airport	IN	India
716095	Jaipur Central Area	IN	India
716096	Suburb	IN	India
716097	Samode	IN	India
716098	Behror	IN	India
716099	Subhash Nagar	IN	India
716100	Old City	IN	India
716101	Jalupura	IN	India
716102	Sindhi Camp	IN	India
716103	Bani Park	IN	India
716104	Shastri Nagar	IN	India
716105	Ashok Nagar	IN	India
716106	Civil Lines	IN	India
716107	Sawai Maan Singh Stadium	IN	India
716108	Khatipura	IN	India
716109	Vaishali Nagar	IN	India
716110	Sodala	IN	India
716111	Jaipur Cantonment	IN	India
716112	Gopalbari	IN	India
716113	Rajasthan University	IN	India
716114	Adarsh Nagar	IN	India
716115	Ambabari	IN	India
716116	Amer	IN	India
716117	Arjun Nagar	IN	India
716118	Bais Godam	IN	India
716119	Bajaj Nagar	IN	India
716120	Bapu Nagar	IN	India
716121	Chandpol	IN	India
716122	Chitrakoot	IN	India
716123	Durgapura	IN	India
716124	Gandhi Nagar	IN	India
716125	Gopalpura	IN	India
716126	Govindpuri	IN	India
716127	Hasanpura	IN	India
716128	Hathroi	IN	India
716129	Jawahar Nagar	IN	India
716130	Jyothi Nagar	IN	India
716131	Kukas	IN	India
716132	Lakshmi Nagar	IN	India
716133	Malviya Nagar	IN	India
716134	Mansarovar	IN	India
716135	Nehru Nagar	IN	India
716136	Ram Nagar	IN	India
716137	Shanti Nagar	IN	India
716138	Shyam Nagar	IN	India
716139	Tilak Nagar	IN	India
716140	Tonk Phatak	IN	India
716141	Vidyut Nagar	IN	India
716142	Khandelwal Colony	IN	India
716143	Bichpari	IN	India
716144	Kalwar Road	IN	India
716145	Chomu	IN	India
716146	Jamdoli	IN	India
716147	Shahpura	IN	India
716148	Lalsot Village	IN	India
716149	Jhotwara	IN	India
716150	Vidhayadhar Nagar	IN	India
716151	Maila Bagh	IN	India
716152	Jhalana Doongri	IN	India
716153	Nindad	IN	India
716154	Kalwar	IN	India
716155	Bhanktrota	IN	India
716156	Ramsinghpura	IN	India
716157	Ghata	IN	India
716158	Baori	IN	India
716206	Other	IN	India
716207	Shamla Hill	IN	India
716208	Hamidia Road	IN	India
716209	Maharana Pratap Nagar	IN	India
716210	Near Chetak Bridge	IN	India
716211	Van Vihar Road	IN	India
716212	Bhopal Railway Station	IN	India
716213	Bhopal Lake VIP Road	IN	India
716214	MP Nagar	IN	India
716215	Lalghati	IN	India
716216	Behata	IN	India
716217	Laukhadi	IN	India
716218	Bhanpur	IN	India
716219	Shastri	IN	India
716220	Prempura	IN	India
716221	Suraj Nagar	IN	India
716222	Gora Gaon	IN	India
716223	Bisankhedi	IN	India
716224	Habib Ganj	IN	India
716225	Ahmedpur Kalan	IN	India
716226	Bawaria Kalan	IN	India
716227	Salaiya	IN	India
716228	Danish Kunj	IN	India
716229	Rajharsh Colony	IN	India
716230	Bairagarh Chichali	IN	India
716231	Ratanpur Sadak	IN	India
716232	Misrod	IN	India
716233	Pipaliya Rani	IN	India
716234	Mandideep	IN	India
716235	Eco Green City	IN	India
716236	Govindpura Industrial Area	IN	India
716237	Bhel	IN	India
716238	Indrapuri	IN	India
716239	Nehru Nagar	IN	India
716240	Chuna Bhatti	IN	India
716241	Shahpura	IN	India
716242	Arera Colony	IN	India
716243	Bharat Nagar	IN	India
716244	Gulmohar Colony	IN	India
716245	Amarnath Colony	IN	India
716246	Kopal	IN	India
716247	Mendora	IN	India
716248	Chhapri	IN	India
